1,Reno_Reno_1.tr,0.0174262734584,0.0156663275687,2.932,3.8704,0.00962060354707,0.00984669016122
1,Reno_Reno_2.tr,0.0219907407407,0.0180623973727,2.704,2.8704,0.00954072721893,0.00958861287625
1,Reno_Reno_3.tr,0.0220934444042,0.0197402597403,2.16,3.0192,0.00956653185185,0.00960141335453
1,Reno_Reno_4.tr,0.0261742560057,0.0238718116416,2.1728,2.388,0.00956444808542,0.00936563484087
1,Reno_Reno_5.tr,0.0370709382151,0.0303928836175,1.6832,2.0928,0.00984045057034,0.00972524159021
1,Reno_Reno_6.tr,0.040487804878,0.0403632694248,1.5736,1.5216,0.00980313319776,0.00992406729758
1,Reno_Reno_7.tr,0.0611620795107,0.0563625798954,0.9824,1.2992,0.0102457288274,0.0101387684729
1,Reno_Reno_8.tr,0.100558659218,0.0739357729649,0.644,0.992,0.010024247205,0.0103169725806
1,Reno_Reno_9.tr,0.106995884774,0.139143730887,0.5208,0.4504,0.0103400076805,0.0105635452931
1,Reno_Reno_10.tr,0.275862068966,0.2890625,0.1344,0.0728,0.0111809345238,0.0116601868132
1,NewReno_Reno_1.tr,0.0166645783736,0.0290836653386,6.2784,1.9496,0.0101123357543,0.010508431268
1,NewReno_Reno_2.tr,0.0174876129408,0.0370828182942,5.3936,1.8696,0.00991274399288,0.0100898502353
1,NewReno_Reno_3.tr,0.0232782148017,0.0444444444444,4.8672,1.3416,0.00992909714004,0.01042353548
1,NewReno_Reno_4.tr,0.0276108494397,0.0611028315946,4.7896,1.008,0.0100285764156,0.0109456214286
1,NewReno_Reno_5.tr,0.03547907372,0.0582524271845,3.632,1.164,0.0101061700441,0.0106461484536
1,NewReno_Reno_6.tr,0.0458292919496,0.0760233918129,3.148,0.8848,0.01041953723,0.0112115750452
1,NewReno_Reno_7.tr,0.0692484410896,0.0961995249406,2.2688,0.6088,0.0106029770804,0.011355869908
1,NewReno_Reno_8.tr,0.0984630163305,0.124649859944,1.5016,0.5,0.0106836728823,0.0110295984
1,NewReno_Reno_9.tr,0.152929493545,0.174008810573,0.6824,0.3,0.01060307034,0.010872712
1,NewReno_Reno_10.tr,0.286852589641,0.271794871795,0.1432,0.1136,0.0115455977654,0.0115161549296
1,Vegas_Vegas_1.tr,0.00121065375303,0.000252302258105,2.64,6.34,0.00856297212121,0.00845928883281
1,Vegas_Vegas_2.tr,0.00109709270433,0.000315756236186,2.9136,5.0656,0.00796388467875,0.00795108812382
1,Vegas_Vegas_3.tr,0.000546946216955,0.000916590284143,4.3856,2.616,0.0096623918278,0.00968446727829
1,Vegas_Vegas_4.tr,0.00189393939394,0.000559805933943,1.6864,4.2848,0.0102212296015,0.0099447212472
1,Vegas_Vegas_5.tr,0.0125581395349,0.00780141843972,1.6984,3.3576,0.0104733857748,0.0102052575649
1,Vegas_Vegas_6.tr,0.00752162467093,0.0077519379845,2.1112,1.9456,0.0103842823039,0.0103865925164
1,Vegas_Vegas_7.tr,0.0148833467418,0.0261219022103,1.9592,1.1632,0.0101352935892,0.0100670605227
1,Vegas_Vegas_8.tr,0.0233785822021,0.264705882353,2.072,0.06,0.0100349050193,0.01147916
1,Vegas_Vegas_9.tr,0.0866510538642,0.178666666667,0.624,0.2464,0.0107679397436,0.0111349772727
1,Vegas_Vegas_10.tr,0.227891156463,0.714285714286,0.1816,0.0016,0.0114631409692,0.012225
1,NewReno_Vegas_1.tr,0.020108859994,0.00307219662058,5.1848,3.6344,0.0105513828113,0.0099103138895
1,NewReno_Vegas_2.tr,0.0217425805428,0.00961025093433,4.9312,2.968,0.0105281688838,0.00993850215633
1,NewReno_Vegas_3.tr,0.0269018350258,0.0115466423579,4.3696,2.6024,0.0106228808129,0.0100967626806
1,NewReno_Vegas_4.tr,0.0406598513011,0.0131810193322,3.3032,2.6952,0.0107478265924,0.0102718504007
1,NewReno_Vegas_5.tr,0.0510624801776,0.0204819277108,2.3936,2.6016,0.0108948806818,0.0102691183887
1,NewReno_Vegas_6.tr,0.0702215546376,0.0275196568978,1.9808,2.1768,0.0112296930533,0.0108508081588
1,NewReno_Vegas_7.tr,0.0833333333333,0.0428904428904,1.5312,1.6424,0.0109217706374,0.010911560643
1,NewReno_Vegas_8.tr,0.124786324786,0.0730897009967,0.8192,1.3392,0.0110276367187,0.0110141577061
1,NewReno_Vegas_9.tr,0.148562300319,0.185483870968,0.8528,0.2424,0.0111216238274,0.0112283894389
1,NewReno_Vegas_10.tr,0.403846153846,0.317757009346,0.0248,0.0584,0.0110178387097,0.0113199452055
2,Reno_Reno_1.tr,0.0145608266792,0.0171171171171,3.3568,3.4912,0.00965939609152,0.0100215852429
2,Reno_Reno_2.tr,0.018858436007,0.019395954558,3.1216,2.8312,0.00964276781138,0.00960354648206
